598673961141,2024-01-06T15:00:35.421Z,TCS3720 Ambient Light Sensor Non-wakeup,385.5,3
599174160308,2024-01-06T15:00:35.923Z,TCS3720 Ambient Light Sensor Non-wakeup,502.125,3
599673949214,2024-01-06T15:00:36.422Z,TCS3720 Ambient Light Sensor Non-wakeup,559.0,3
600340692443,2024-01-06T15:00:37.089Z,TCS3720 Ambient Light Sensor Non-wakeup,357.25,3
600507556089,2024-01-06T15:00:37.256Z,TCS3720 Ambient Light Sensor Non-wakeup,217.25,3
600840862703,2024-01-06T15:00:37.589Z,TCS3720 Ambient Light Sensor Non-wakeup,283.75,3
601174152339,2024-01-06T15:00:37.923Z,TCS3720 Ambient Light Sensor Non-wakeup,191.125,3
601507474630,2024-01-06T15:00:38.255Z,TCS3720 Ambient Light Sensor Non-wakeup,120.375,3
601673915151,2024-01-06T15:00:38.422Z,TCS3720 Ambient Light Sensor Non-wakeup,304.5,3
602007146610,2024-01-06T15:00:38.755Z,TCS3720 Ambient Light Sensor Non-wakeup,362.625,3
603007192443,2024-01-06T15:00:39.756Z,TCS3720 Ambient Light Sensor Non-wakeup,470.375,3
604507425412,2024-01-06T15:00:41.255Z,TCS3720 Ambient Light Sensor Non-wakeup,371.625,3
605340591818,2024-01-06T15:00:42.089Z,TCS3720 Ambient Light Sensor Non-wakeup,541.75,3
606007332808,2024-01-06T15:00:42.756Z,TCS3720 Ambient Light Sensor Non-wakeup,387.625,3
606674089058,2024-01-06T15:00:43.422Z,TCS3720 Ambient Light Sensor Non-wakeup,493.875,3
606840989683,2024-01-06T15:00:43.588Z,TCS3720 Ambient Light Sensor Non-wakeup,599.0,3
607007513276,2024-01-06T15:00:43.755Z,TCS3720 Ambient Light Sensor Non-wakeup,486.875,3
607174423224,2024-01-06T15:00:43.922Z,TCS3720 Ambient Light Sensor Non-wakeup,555.25,3
607841187860,2024-01-06T15:00:44.589Z,TCS3720 Ambient Light Sensor Non-wakeup,665.625,3
608507967339,2024-01-06T15:00:45.255Z,TCS3720 Ambient Light Sensor Non-wakeup,374.125,3
608841354422,2024-01-06T15:00:45.589Z,TCS3720 Ambient Light Sensor Non-wakeup,266.875,3
609007863120,2024-01-06T15:00:45.755Z,TCS3720 Ambient Light Sensor Non-wakeup,350.75,3
610008067287,2024-01-06T15:00:46.756Z,TCS3720 Ambient Light Sensor Non-wakeup,486.875,3
610508308641,2024-01-06T15:00:47.257Z,TCS3720 Ambient Light Sensor Non-wakeup,585.5,3
611008164891,2024-01-06T15:00:47.756Z,TCS3720 Ambient Light Sensor Non-wakeup,721.0,3
611341577472,2024-01-06T15:00:48.089Z,TCS3720 Ambient Light Sensor Non-wakeup,818.625,3
611841901013,2024-01-06T15:00:48.589Z,TCS3720 Ambient Light Sensor Non-wakeup,649.125,3
612675189138,2024-01-06T15:00:49.423Z,TCS3720 Ambient Light Sensor Non-wakeup,796.5,3
613508915336,2024-01-06T15:00:50.257Z,TCS3720 Ambient Light Sensor Non-wakeup,978.25,3
614342173305,2024-01-06T15:00:51.091Z,TCS3720 Ambient Light Sensor Non-wakeup,796.625,3
615509327680,2024-01-06T15:00:52.258Z,TCS3720 Ambient Light Sensor Non-wakeup,623.625,3
617009479659,2024-01-06T15:00:53.757Z,TCS3720 Ambient Light Sensor Non-wakeup,396.25,3
617176372471,2024-01-06T15:00:53.924Z,TCS3720 Ambient Light Sensor Non-wakeup,441.875,3
617509800388,2024-01-06T15:00:54.257Z,TCS3720 Ambient Light Sensor Non-wakeup,592.5,3
618176681013,2024-01-06T15:00:54.925Z,TCS3720 Ambient Light Sensor Non-wakeup,672.875,3
618676652628,2024-01-06T15:00:55.424Z,TCS3720 Ambient Light Sensor Non-wakeup,844.5,3
620177262628,2024-01-06T15:00:56.926Z,TCS3720 Ambient Light Sensor Non-wakeup,1033.625,3
621010605440,2024-01-06T15:00:57.759Z,TCS3720 Ambient Light Sensor Non-wakeup,1314.75,3
622177710232,2024-01-06T15:00:58.925Z,TCS3720 Ambient Light Sensor Non-wakeup,895.5,3
622844554555,2024-01-06T15:00:59.592Z,TCS3720 Ambient Light Sensor Non-wakeup,2052.625,3
623011049607,2024-01-06T15:00:59.759Z,TCS3720 Ambient Light Sensor Non-wakeup,1689.5,3
623511320128,2024-01-06T15:01:00.260Z,TCS3720 Ambient Light Sensor Non-wakeup,1291.125,3
628678232680,2024-01-06T15:01:05.427Z,TCS3720 Ambient Light Sensor Non-wakeup,922.0,3
629678279346,2024-01-06T15:01:06.426Z,TCS3720 Ambient Light Sensor Non-wakeup,828.75,3
630511796378,2024-01-06T15:01:07.259Z,TCS3720 Ambient Light Sensor Non-wakeup,669.0,3
631178500336,2024-01-06T15:01:07.926Z,TCS3720 Ambient Light Sensor Non-wakeup,562.75,3
634512189763,2024-01-06T15:01:11.260Z,TCS3720 Ambient Light Sensor Non-wakeup,459.875,3
